user_id,user_anomaly_score,item_id,item_anomaly_score
63,0.17038205,63,0.18106438
64,0.03172463,64,0.16020851
65,0.19782028,65,0.07447454
66,0.1525373,66,0.10280724
67,0.14015211,67,0.10604414
68,0.21600245,68,0.2771509
69,0.042491265,69,0.17474255
70,0.15019906,70,0.14537422
71,0.1951315,71,0.20363471
72,0.007662354,72,0.10041045
73,0.23535118,73,0.07240842
74,0.16289423,74,0.07383532
75,0.2226516,75,0.1348911
76,0.16258253,76,0.0698538
77,0.009379588,77,0.06833949
78,0.3580215,78,0.19603841
79,0.042477645,79,0.1142599
80,0.09752127,80,0.048808284
81,0.05889485,81,0.07203071
82,0.046485886,82,0.064833164
83,0.08808435,83,0.06860891
84,0.029623415,84,0.29962
85,0.014793731,85,0.24436712
86,0.12000604,86,0.24947526
87,0.1605718,87,0.28137293
88,0.36922875,88,0.11165375
89,0.32539353,89,0.20871226
90,0.106457315,90,0.05408267
91,0.34232554,91,0.12294619
92,0.18341556,92,0.11011617
93,0.04594535,93,0.14880416
94,0.046356518,94,0.1517934
95,0.0714875,95,0.019018762
96,0.1884679,96,0.109303355
97,0.7026591,97,0.027914789
98,0.009152425,98,0.16109955
99,0.32458422,99,0.07591557
100,0.1977275,100,0.09753382
101,0.32559523,101,0.12479427
102,0.08334158,102,0.076789044
103,0.05533884,103,0.20816076
104,0.09035106,104,0.28300172
105,0.07291747,105,0.06479252
106,0.048752546,106,0.106125444
107,0.08089868,107,0.046843752
108,0.033500522,108,0.19750519
109,0.116830096,109,0.17644918
110,0.3961258,110,0.15843788
111,0.084008895,111,0.11516166
112,0.049785808,112,0.15851595
113,0.34688833,113,0.08972253
114,0.028361613,114,0.11531706
115,0.2832962,115,0.12040095
116,0.027305601,116,0.115927055
117,0.295274,117,0.103106074
118,0.107997045,118,0.11969398
119,0.20578077,119,0.1829424
120,0.03571044,120,0.11312666
121,0.2624929,121,0.19247125
122,0.09600113,122,0.050433137
123,0.16136959,123,0.24590406
124,0.23204304,124,0.22267917
125,0.02769239,125,0.084363535
126,0.1389941,126,0.10155628
127,0.24562122,127,0.057973936
128,0.0988818,128,0.2065407
129,0.064363405,129,0.090692885
130,0.22192687,130,0.11286902
131,0.23802726,131,0.12727965
132,0.009865488,132,0.079592146
133,0.03760163,133,0.1616507
134,0.41882753,134,0.10780059
135,0.012985962,135,0.097769395
136,0.06549408,136,0.10993405
137,0.17789382,137,0.07907896
138,0.14810295,138,0.1187099
139,0.41174755,139,0.17096092
140,0.05327208,140,0.059599195
141,0.21938989,141,0.4052967
142,0.24286506,142,0.09580823
143,0.04073246,143,0.1530673
144,0.0664676,144,0.11218741
145,0.25049192,145,0.14086127
146,0.06170543,146,0.06004527
147,0.023371886,147,0.19056617
148,0.2680338,148,0.09364262
149,0.24663195,149,0.11125264
150,0.39799795,150,0.3466745
151,0.21917367,151,0.076217666
152,0.051496822,152,0.19306378
153,0.08061051,153,0.14397153
154,0.24091882,154,0.19663596
155,0.06254971,155,0.04462331
156,0.49840444,156,0.20801765
157,0.0407428,157,0.061617497
158,0.27752185,158,0.06261547
159,0.23116541,159,0.06932569
160,0.27743313,160,0.16162992
161,0.013377451,161,0.1527331
162,0.012998696,162,0.09114471
163,0.14781955,163,0.08215112
164,0.04938561,164,0.10943797
165,0.2841426,165,0.090305716
166,0.31870568,166,0.06074291
167,0.027355703,167,0.2065232
168,0.13776211,168,0.18693715
169,0.05637804,169,0.11953218
170,0.091678485,170,0.05705122
171,0.2651324,171,0.12069837
172,0.04338865,172,0.054627016
173,0.035012968,173,0.122802734
174,0.18196559,174,0.14286323
175,0.41403937,175,0.32607076
176,0.039607745,176,0.06864983
177,0.007403084,177,0.07158224
178,0.35048112,178,0.088781245
179,0.14459465,179,0.32691512
180,0.028681647,180,0.07275838
181,0.21974365,181,0.06184368
182,0.68112427,182,0.07890089
183,0.017580245,183,0.15911856
184,0.32706898,184,0.10735145
185,0.25930172,185,0.09868488
186,0.02600025,186,0.11727162
187,0.14746806,187,0.27127138
188,0.06145268,188,0.19192052
189,0.018917698,189,0.062278565
190,0.011306186,190,0.10595793
191,0.04288722,191,0.10880154
192,0.019633614,192,0.29829815
193,0.022265274,193,0.17486802
194,0.16280606,194,0.11390637
195,0.58442503,195,0.095041275
196,0.048026275,196,0.10384955
197,0.11173011,197,0.07873877
198,0.1358261,198,0.16791803
199,0.22017808,199,0.09883753
200,0.025220849,200,0.1352651
201,0.026653282,201,0.10302769
202,0.04138995,202,0.1193949
203,0.45065728,203,0.14056826
204,0.6543854,204,0.10142361
205,0.21160129,205,0.10916898
206,0.16751146,206,0.16024327
207,0.41349593,207,0.279249
208,0.12507646,208,0.106524736
209,0.24481936,209,0.049994178
210,0.015146014,210,0.055005684
211,0.14560679,211,0.13663985
212,0.053935017,212,0.07666515
213,0.8738896,213,0.28246352
214,0.5913582,214,0.23096456
215,0.089061946,215,0.09093584
216,0.122219235,216,0.22106895
217,0.28690425,217,0.20856662
218,0.09910849,218,0.045689575
219,0.015546571,219,0.2110887
220,0.124107376,220,0.35795966
221,0.17188567,221,0.10985024
222,0.030750707,222,0.0622888
223,0.044320077,223,0.15966387
224,0.30764902,224,0.03737849
225,0.37214008,225,0.21784608
226,0.40141112,226,0.124167
227,0.10045589,227,0.041047607
228,0.1835094,228,0.111197256
229,0.056586802,229,0.14597906
230,0.20062838,230,0.08920044
231,0.079811916,231,0.31100953
232,0.089298606,232,0.07056226
233,0.030933091,233,0.066197716
234,0.016201226,234,0.0855721
235,0.1217657,235,0.2188667
236,0.03789331,236,0.41627836
237,0.14769393,237,0.022964915
238,0.17322694,238,0.069051765
239,0.040837932,239,0.3428211
240,0.22491305,240,0.16578151
241,0.017632306,241,0.05258259
242,0.017599571,242,0.28239307
243,0.037558652,243,0.104432
244,0.15169865,244,0.08214323
245,0.019949997,245,0.15964533
246,0.10671965,246,0.07637887
247,0.007432058,247,0.16414027
248,0.47058952,248,0.1361935
249,0.090773284,249,0.09854972
250,0.3532027,250,0.13876502
251,0.043485653,251,0.11266118
252,0.17780933,252,0.08118037
253,0.22042997,253,0.110983066
254,0.14273094,254,0.033933207
255,0.05863434,255,0.07895247
256,0.04904907,256,0.055845775
257,0.14025483,257,0.18426955
258,0.008688184,258,0.041435163
259,0.2861758,259,0.19242238
260,0.41194695,260,0.041303225
261,0.008082436,261,0.1386662
262,0.06933178,262,0.14208572
263,0.028610773,263,0.050081607
264,0.14630032,264,0.07533583
265,0.21155988,265,0.05106887
266,0.3411631,266,0.07419439
267,0.18524125,267,0.05598392
268,0.13121699,268,0.11446162
269,0.06582755,269,0.049576513
270,0.34539065,270,0.16831207
271,0.32015687,271,0.121909626
272,0.40891194,272,0.04695854
273,0.29728103,273,0.06879293
274,0.07901452,274,0.12726578
275,0.04358541,275,0.07253257
276,0.038671076,276,0.07363323
277,0.03721474,277,0.06713499
278,0.27303344,278,0.21778482
279,0.027881375,279,0.23997675
280,0.26952899,280,0.18301645
281,0.11949803,281,0.06524426
282,0.037439838,282,0.07996225
283,0.167063,283,0.09759801
284,0.5765186,284,0.18653947
285,0.17716174,285,0.11775
286,0.005955718,286,0.049562808
287,0.07026337,287,0.14191395
288,0.19431405,288,0.106031135
289,0.0304553,289,0.16354202
290,0.43322477,290,0.0674688
291,0.11230656,291,0.23325127
292,0.11195922,292,0.3778032
293,0.05041575,293,0.10404124
294,0.51331186,294,0.16154167
295,0.017173871,295,0.049733
296,0.0328974,296,0.06891287
297,0.04162483,297,0.03954455
298,0.075401455,298,0.07098318
299,0.23438741,299,0.24496342
300,0.060090404,300,0.074844114
301,0.17449494,301,0.12067908
302,0.12305976,302,0.15388995
303,0.20794196,303,0.13747782
304,0.4888893,304,0.04382002
305,0.1727626,305,0.1546017
306,0.036257543,306,0.058293384
307,0.08755939,307,0.059133437
308,0.36230657,308,0.07001001
309,0.11759878,309,0.09776673
310,0.07348445,310,0.05420235
311,0.4257609,311,0.091666
312,0.14381392,312,0.035847884
313,0.04985281,313,0.11891361
314,0.074441835,314,0.16084363
315,0.22330658,315,0.030588284
316,0.07806106,316,0.080223665
317,0.06305085,317,0.08856035
318,0.033389922,318,0.1395147
319,0.055265788,319,0.16348302
320,0.09555552,320,0.0977305
321,0.05694812,321,0.10413898
322,0.34955186,322,0.14149478
323,0.019844454,323,0.12585089
324,0.30096608,324,0.1280719
325,0.19419567,325,0.16653343
326,0.10212952,326,0.08082454
327,0.33281,327,0.14161956
328,0.11099646,328,0.115544915
329,0.10153387,329,0.18934463
330,0.06798872,330,0.11118985
331,0.17884232,331,0.14732607
332,0.13220409,332,0.08715803
333,0.72039396,333,0.1050491
334,0.19522834,334,0.12606356
335,0.2525126,335,0.07822152
336,0.18845263,336,0.110007435
337,0.19986837,337,0.09726185
338,0.029234266,338,0.038818583
339,0.18826878,339,0.046714306
340,0.012361778,340,0.08332927
341,0.12701261,341,0.12608059
342,0.27261063,342,0.07502835
343,0.10552226,343,0.084996276
344,0.25329962,344,0.10032357
345,0.3925792,345,0.13995744
346,0.65091264,346,0.102709875
347,0.16403058,347,0.08349667
348,0.20651796,348,0.14335878
349,0.747635,349,0.28985274
350,0.08635974,350,0.21857361
351,0.2735488,351,0.11613568
352,0.57560456,352,0.10245446
353,0.26133865,353,0.06933107
354,0.09781106,354,0.10917659
355,0.43912706,355,0.18468314
356,0.16814838,356,0.14207143
357,0.044796925,357,0.047376346
358,0.29139647,358,0.14966695
359,0.07821481,359,0.19595158
360,0.16356465,360,0.09961569
361,0.099086165,361,0.08686223
362,0.09791495,362,0.023653524
363,0.10816094,363,0.11306238
364,0.04678814,364,0.26726332
365,0.017980397,365,0.18526569
366,0.58520186,366,0.13644953
367,0.11794376,367,0.18858545
368,0.029861793,368,0.09978432
369,0.32526374,369,0.091520675
370,0.07378599,370,0.17283013
371,0.20956415,371,0.23577099
372,0.13945141,372,0.08402936
373,0.006092866,373,0.06643388
374,0.044685416,374,0.12791345
375,0.11597498,375,0.120185375
376,0.15419063,376,0.110762216
377,0.05655694,377,0.13978994
378,0.026512302,378,0.050549313
379,0.47598794,379,0.053703357
380,0.07093762,380,0.05151125
381,0.07459698,381,0.10861978
382,0.04572614,382,0.08896237
383,0.20218451,383,0.036368646
384,0.015863093,384,0.15188313
385,0.28932634,385,0.09074514
386,0.21908596,386,0.059370816
387,0.320438,387,0.1344612
388,0.12567358,388,0.15638176
389,0.14026618,389,0.08654738
390,0.20787266,390,0.12814078
391,0.091610014,391,0.11199423
392,0.45954376,392,0.1164217
393,0.016411286,393,0.085526355
394,0.07039193,394,0.117143646
395,0.103726126,395,0.1059999
396,0.05507852,396,0.20022814
397,0.065974735,397,0.09052439
398,0.057366967,398,0.030005507
399,0.4678186,399,0.09779497
400,0.13006614,400,0.15972035
401,0.094489604,401,0.08811793
402,0.11539489,402,0.1097664
403,0.13724698,403,0.04285199
404,0.1936837,404,0.34093973
405,0.14985956,405,0.10163971
406,0.019166717,406,0.10556195
407,0.06795453,407,0.1735323
408,0.049554773,408,0.043158915
409,0.0791546,409,0.11047323
410,0.20305064,410,0.08520084
411,0.18538678,411,0.16543683
412,0.123601876,412,0.13539384
413,0.047638476,413,0.10298332
414,0.40238896,414,0.048637975
415,0.20324597,415,0.109459564
416,0.10639076,416,0.25302184
417,0.16334777,417,0.13464431
418,0.0896616,418,0.17859809
419,0.02978202,419,0.19035666
420,0.0884631,420,0.14460625
421,0.10741199,421,0.08720587
422,0.15250039,422,0.06997963
423,0.5175911,423,0.040889446
424,0.08139986,424,0.1417425
425,0.19599399,425,0.14909212
426,0.042038947,426,0.055071842
427,0.12769265,427,0.078539684
428,0.07748878,428,0.09039051
429,0.107435964,429,0.07799167
430,0.15283993,430,0.13336265
431,0.1384,431,0.07383613
432,0.020115584,432,0.013301781
433,0.54810816,433,0.042017136
434,0.025558274,434,0.04488668
435,0.46493068,435,0.102961555
436,0.1022378,436,0.021868002
437,0.04575927,437,0.076261066
438,0.021034202,438,0.12421788
439,0.025486842,439,0.025881244
440,0.13124076,440,0.05413648
441,0.009522641,441,0.050899968
442,0.14958957,442,0.08094389
443,0.37189716,443,0.15135936
444,0.07814532,444,0.12839757
445,0.15646961,445,0.05896708
446,0.06269151,446,0.064621866
447,0.025087396,447,0.01922587
448,0.02917467,448,0.11573781
449,0.23857383,449,0.19594787
450,0.14568342,450,0.24691899
451,0.01004638,451,0.110017926
452,0.016898833,452,0.1164828
453,0.022977915,453,0.11774112
454,0.02550669,454,0.030578565
455,0.094999254,455,0.099141
456,0.19462131,456,0.099320464
457,0.100377806,457,0.04807478
458,0.10731242,458,0.09524533
459,0.050384674,459,0.056043264
460,0.46367332,460,0.10510458
461,0.22459882,461,0.23455371
462,0.06213084,462,0.088151425
463,0.13291366,463,0.08546584
464,0.13336009,464,0.023312641
465,0.0300115,465,0.064532466
466,0.18371956,466,0.054878492
467,0.29990557,467,0.04497058
468,0.007884462,468,0.09890272
469,0.027837474,469,0.11858841
470,0.19663584,470,0.06503454
471,0.062001515,471,0.06626056
472,0.2577863,472,0.02959461
473,0.013177671,473,0.01616775
474,0.053248174,474,0.0520729
475,0.09896177,475,0.13657255
476,0.13198482,476,0.07878802
477,0.007315931,477,0.19692239
478,0.12965333,478,0.13865125
479,0.059112817,479,0.23360077
480,0.18071479,480,0.063517466
481,0.007015416,481,0.056685958
482,0.4421686,482,0.18753289
483,0.10498161,483,0.245048
484,0.07455913,484,0.040893044
485,0.023394467,485,0.15802933
486,0.10119934,486,0.14610302
487,0.25317776,487,0.16779897
488,0.038308043,488,0.077013895
489,0.17932826,489,0.068421066
490,0.044329923,490,0.07990365
491,0.113027126,491,0.071564995
492,0.043863162,492,0.09622345
493,0.0174461,493,0.09412522
494,0.22817127,494,0.22629441
495,0.44702467,495,0.23171556
496,0.03862016,496,0.07449886
497,0.3669337,497,0.091151476
498,0.39615816,498,0.11192814
499,0.23404068,499,0.11069405
500,0.07932993,500,0.016630642
501,0.17844895,501,0.11290643
502,0.075861216,502,0.06521351
503,0.065133855,503,0.0967723
504,0.0655684,504,0.1035207
505,0.023620214,505,0.05144784
506,0.057009634,506,0.08671904
507,0.022256069,507,0.116733685
508,0.05300767,508,0.055894457
509,0.17004254,509,0.11279842
510,0.10136202,510,0.10671189
511,0.053998247,511,0.09387748
512,0.39238787,512,0.066024624
513,0.006337716,513,0.42395726
514,0.012262478,514,0.05965583
515,0.031302102,515,0.038455963
516,0.028696626,516,0.061779045
517,0.039685097,517,0.07178101
518,0.13891606,518,0.0692646
519,0.010881528,519,0.07236093
520,0.07459913,520,0.07167321
521,0.3936465,521,0.05773606
522,0.006565524,522,0.1442819
523,0.01642673,523,0.17785951
524,0.09114283,524,0.09046451
525,0.11987503,525,0.23756136
526,0.066732466,526,0.04142172
527,0.32577962,527,0.077513315
528,0.16278002,528,0.06598884
529,0.10789991,529,0.11058166
530,0.16646074,530,0.06063873
531,0.02066791,531,0.026677016
532,0.43175742,532,0.16287847
533,0.282062,533,0.054844994
534,0.13772683,534,0.1855112
535,0.07502945,535,0.14093456
536,0.1381455,536,0.10737552
537,0.036595333,537,0.16562614
538,0.25978246,538,0.07756157
539,0.059704073,539,0.034034982
540,0.14363402,540,0.091121
541,0.44205904,541,0.05180412
542,0.028058238,542,0.036413237
543,0.11556613,543,0.07576529
544,0.005912729,544,0.11000577
545,0.2153047,545,0.14508814
546,0.054675158,546,0.08581091
547,0.010575511,547,0.048292845
548,0.06300851,548,0.050885532
549,0.073627084,549,0.05882998
550,0.013755505,550,0.22103088
551,0.11906823,551,0.09367543
552,0.030006737,552,0.08522168
553,0.12436137,553,0.039646436
554,0.51045084,554,0.1747882
555,0.38807043,555,0.05545776
556,0.062143814,556,0.07170228
557,0.077189036,557,0.098670214
558,0.14612688,558,0.21308435
559,0.18163341,559,0.05274464
560,0.16088593,560,0.0648862
561,0.009046813,561,0.093491726
562,0.26707742,562,0.07829432
563,0.07849029,563,0.06426589
564,0.011815415,564,0.108617686
565,0.012532227,565,0.048673034
566,0.04036397,566,0.040879197
567,0.043095775,567,0.15349646
568,0.19072197,568,0.083082065
569,0.009434735,569,0.0761575
570,0.066474855,570,0.06285524
571,0.3507785,571,0.105897106
572,0.09360212,572,0.055138316
573,0.11771049,573,0.17600988
574,0.0996216,574,0.023109028
575,0.10899576,575,0.027704762
576,0.08001124,576,0.10264204
577,0.10418404,577,0.09851234
578,0.2532016,578,0.057825923
579,0.16827327,579,0.20626557
580,0.03041674,580,0.18572253
581,0.024549784,581,0.06835821
582,0.018461775,582,0.07814154
583,0.04941815,583,0.0625512
584,0.2437684,584,0.021614106
585,0.038985517,585,0.07842543
586,0.019903645,586,0.14824894
587,0.31417334,587,0.22845225
588,0.014605193,588,0.04898198
589,0.36482957,589,0.10047061
590,0.08681496,590,0.12230311
591,0.044315223,591,0.10066629
592,0.08439738,592,0.082659505
593,0.035315294,593,0.06058075
594,0.026215652,594,0.09211276
595,0.20026596,595,0.08634606
596,0.33497387,596,0.08532049
597,0.19251296,597,0.09879589
598,0.14799772,598,0.16198404
599,0.01961102,599,0.17770925
600,0.30238673,600,0.0772837
601,0.1586294,601,0.12973534
602,0.01038877,602,0.050760377
603,0.017013857,603,0.056665353
604,0.4663749,604,0.0550289
605,0.016619371,605,0.07368855
606,0.061984133,606,0.07202444
607,0.19972047,607,0.057789583
608,0.34380484,608,0.025536863
609,0.25381714,609,0.13837388
610,0.14771979,610,0.095091544
611,0.2569482,611,0.23300073
612,0.009522682,612,0.08479207
613,0.044162035,613,0.10887424
614,0.011197687,614,0.06275108
615,0.062475048,615,0.12192538
616,0.18904305,616,0.13806318
617,0.19476439,617,0.076863594
618,0.18707322,618,0.07768323
619,0.062368654,619,0.073329195
620,0.23542607,620,0.0787168
621,0.13739581,621,0.22542477
622,0.026922882,622,0.11145835
623,0.32885778,623,0.09671761
624,0.34433913,624,0.0864068
625,0.3140217,625,0.1838395
626,0.024307955,626,0.12645586
627,0.031885915,627,0.11828497
628,0.39655802,628,0.091605805
629,0.08013396,629,0.064161755
630,0.051346242,630,0.13293257
631,0.11295572,631,0.14653061
632,0.17301802,632,0.06516853
633,0.15550825,633,0.06536314
634,0.021080293,634,0.13668622
635,0.20397155,635,0.08802636
636,0.21991539,636,0.10373835
637,0.20672618,637,0.11511286
638,0.053518675,638,0.22942445
639,0.00542739,639,0.1023061
640,0.3981123,640,0.058941413
641,0.21630101,641,0.061973155
642,0.025952876,642,0.045292407
643,0.006370742,643,0.037097063
644,0.07004687,644,0.09108947
645,0.008974159,645,0.13251999
646,0.09957308,646,0.15646566
647,0.014680982,647,0.16289176
648,0.019135322,648,0.17298655
649,0.12584367,649,0.14316788
650,0.44090906,650,0.06628929
651,0.1336958,651,0.05929867
652,0.052414194,652,0.07837445
653,0.053420313,653,0.12191741
654,0.045334775,654,0.10765302
655,0.006641156,655,0.10447336
656,0.20147438,656,0.10179653
657,0.20606232,657,0.21422313
658,0.101671636,658,0.14824076
659,0.46754327,659,0.12832247
660,0.010516216,660,0.28625086
661,0.06718669,661,0.25993535
662,0.06531855,662,0.10629816
663,0.051969018,663,0.07828129
664,0.11190567,664,0.08367286
665,0.03065563,665,0.25868204
666,0.05704093,666,0.1747718
667,0.22548945,667,0.0198873
668,0.0962316,668,0.052780196
669,0.033531666,669,0.09447043
670,0.039021287,670,0.05450179
671,0.22342694,671,0.0619306
672,0.09277743,672,0.06913772
673,0.009864522,673,0.25748947
674,0.06315966,674,0.104609974
675,0.10928028,675,0.08925889
676,0.092939846,676,0.07777607
677,0.004393824,677,0.10307891
678,0.07313733,678,0.18723884
679,0.0858571,679,0.10660023
680,0.09770774,680,0.21758196
681,0.03238763,681,0.10790846
682,0.06406248,682,0.104027554
683,0.07517196,683,0.11297748
684,0.21481656,684,0.10494791
685,0.027975976,685,0.07364049
686,0.106657006,686,0.162418
687,0.24153222,687,0.08768511
688,0.10361698,688,0.086292475
689,0.07219173,689,0.082511894
690,0.05978945,690,0.11227512
691,0.33271593,691,0.07583396
692,0.041067377,692,0.09818756
693,0.12176655,693,0.037041154
694,0.068482615,694,0.07397836
695,0.09037176,695,0.07568913
696,0.14492828,696,0.09087453
697,0.29006618,697,0.12798731
698,0.2954575,698,0.08584054
699,0.022172894,699,0.0385814
700,0.2842131,700,0.08122421
701,0.027385537,701,0.11971168
702,0.029631833,702,0.07734566
703,0.5039131,703,0.09577577
704,0.059335575,704,0.06349976
705,0.094315745,705,0.10457876
706,0.07539729,706,0.07134302
707,0.52834994,707,0.09043244
708,0.14431329,708,0.028017294
709,0.03596407,709,0.14433138
710,0.29192516,710,0.26120648
711,0.057591356,711,0.07958857
712,0.07620921,712,0.10502011
713,0.21294267,713,0.1050164
714,0.49149668,714,0.10487072
715,0.081174836,715,0.09664949
716,0.13279623,716,0.04089437
717,0.11946754,717,0.073368214
718,0.1524449,718,0.07619125
719,0.23399213,719,0.106801875
720,0.16726124,720,0.028937018
721,0.004731917,721,0.06196672
722,0.06574265,722,0.024704413
723,0.27413484,723,0.09037909
724,0.04358405,724,0.018504716
725,0.040108185,725,0.0685409
726,0.09645378,726,0.09892488
727,0.08567351,727,0.10247848
728,0.071464255,728,0.17103642
729,0.09794479,729,0.057324953
730,0.4104006,730,0.05359957
731,0.033951104,731,0.1075137
732,0.071542725,732,0.05614567
733,0.13921908,733,0.14791493
734,0.34583342,734,0.044971336
735,0.13535206,735,0.02597687
736,0.2909325,736,0.30470946
737,0.20565513,737,0.08288552
738,0.014500263,738,0.059875254
739,0.10606918,739,0.096806854
740,0.018728694,740,0.07129747
741,0.10974474,741,0.14098623
742,0.22732067,742,0.16035774
743,0.26671317,743,0.07950139
744,0.18584052,744,0.3153204
745,0.06600698,745,0.043919966
746,0.31887347,746,0.0888227
747,0.17444217,747,0.15021203
748,0.09160295,748,0.12911825
749,0.27368963,749,0.10185874
750,0.26038122,750,0.07560292
751,0.071705714,751,0.18176661
752,0.05431529,752,0.023317475
753,0.008362752,753,0.048672564
754,0.11867826,754,0.07381843
755,0.23813632,755,0.092523895
756,0.0883323,756,0.1786599
757,0.37133348,757,0.013550477
758,0.18812007,758,0.08683758
759,0.032134295,759,0.06630971
760,0.18415457,760,0.069389105
761,0.26330584,761,0.2688222
762,0.020947607,762,0.09943409
763,0.09456657,763,0.08534482
764,0.064907566,764,0.07280587
765,0.03340584,765,0.16569157
766,0.008214304,766,0.1815045
767,0.3199522,767,0.13238391
768,0.3001802,768,0.07726949
769,0.07713452,769,0.059764996
770,0.31759006,770,0.0761857
771,0.19431095,771,0.10449088
772,0.06523451,772,0.051927876
773,0.136744,773,0.07492551
774,0.010815144,774,0.04721873
775,0.11948508,775,0.14294276
776,0.01640901,776,0.1172714
777,0.025001477,777,0.0656798
778,0.12325578,778,0.15653102
779,0.055357724,779,0.10368873
780,0.08686449,780,0.07120583
781,0.08271359,781,0.08730408
782,0.07755615,782,0.03449697
783,0.49802676,783,0.08990674
784,0.023497012,784,0.12651159
785,0.10578064,785,0.087815456
786,0.030406019,786,0.057253297
787,0.37350875,787,0.07690731
788,0.12350774,788,0.14956513
789,0.01724362,789,0.0671986
790,0.038429286,790,0.035925988
791,0.073585406,791,0.119197816
792,0.20309985,792,0.120532885
793,0.046696547,793,0.15215667
794,0.394605,794,0.12407159
795,0.093020976,795,0.07116987
796,0.24612258,796,0.10197943
797,0.25440696,797,0.11743589
798,0.15893626,798,0.052847017
799,0.37350166,799,0.18408516
800,0.014608842,800,0.14097553
801,0.11124959,801,0.120621495
802,0.47022063,802,0.06470918
803,0.091345415,803,0.16827556
804,0.16194071,804,0.09506212
805,0.048187364,805,0.07241091
806,0.4595682,806,0.03519995
807,0.057914697,807,0.296083
808,0.021003949,808,0.03379463
809,0.17028053,809,0.10305225
810,0.007687094,810,0.10472348
811,0.037909407,811,0.004201711
812,0.008098321,812,0.099136166
813,0.08609896,813,0.1576051
814,0.065393016,814,0.030370602
815,0.027772207,815,0.12309926
816,0.017894343,816,0.12619986
817,0.04165724,817,0.031065015
818,0.13506705,818,0.27076128
819,0.3295943,819,0.257344
820,0.012246084,820,0.13036606
821,0.024141362,821,0.18514441
822,0.10464957,822,0.24612142
823,0.09512849,823,0.050789114
824,0.07377573,824,0.09450553
825,0.035361603,825,0.07298853
826,0.04187631,826,0.08899112
827,0.051887713,827,0.1893627
828,0.19225052,828,0.10247642
829,0.09444523,829,0.031290334
830,0.118424244,830,0.05186823
831,0.19741386,831,0.05174312
832,0.218167,832,0.16731332
833,0.11231538,833,0.087173626
834,0.013169542,834,0.09304001
835,0.27196106,835,0.116090335
836,0.003041385,836,0.038360745
837,0.030682465,837,0.15175213
838,0.019636061,838,0.07932344
839,0.018001547,839,0.09957232
840,0.049869414,840,0.10394278
841,0.1366623,841,0.020453919
842,0.35973558,842,0.21170636
843,0.19071978,843,0.100185014
844,0.021091878,844,0.33042428
845,0.17300114,845,0.09092068
846,0.102619,846,0.1648661
847,0.062117808,847,0.1187694
848,0.6124246,848,0.10474598
849,0.1279712,849,0.051530935
850,0.26261088,850,0.12585364
851,0.26551995,851,0.17464839
852,0.045883447,852,0.08629094
853,0.055149723,853,0.14842908
854,0.12291847,854,0.06643065
855,0.04478139,855,0.1063027
856,0.036156826,856,0.20139371
857,0.06984043,857,0.078999236
858,0.21649912,858,0.09083707
859,0.30279317,859,0.110143654
860,0.011882493,860,0.101633474
861,0.028476952,861,0.13344213
862,0.04855757,862,0.09674585
863,0.13353087,863,0.07651021
864,0.024960207,864,0.14818262
865,0.10507817,865,0.073054604
866,0.07399031,866,0.106746435
867,0.006724314,867,0.05252262
868,0.21940075,868,0.05650309
869,0.11887631,869,0.12474708
870,0.15652257,870,0.13029493
871,0.0724705,871,0.059416313
872,0.066200875,872,0.08329557
